,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height,weight,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
848,723,Dartrix,7,Normal,Blade Quill Pokémon,2,Grass, Flying,0.7112,16.012580000000003,2,Overgrow,,Long Reach,420,78,75,75,70,70,52,45.0,70.0,147.0,Medium Slow,1,Flying,,87.5,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
849,724,Decidueye,7,Normal,Arrow Quill Pokémon,2,Grass, Ghost,1.6002,36.63326,2,Overgrow,,Long Reach,530,78,107,75,100,100,70,45.0,70.0,239.0,Medium Slow,1,Flying,,87.5,15.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
850,725,Litten,7,Normal,Fire Cat Pokémon,1,Fire,,0.4064,4.303920000000001,2,Blaze,,Intimidate,320,45,65,40,60,40,70,45.0,70.0,64.0,Medium Slow,1,Field,,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
851,726,Torracat,7,Normal,Fire Cat Pokémon,1,Fire,,0.7112,25.02448,2,Blaze,,Intimidate,420,65,85,50,80,50,90,45.0,70.0,147.0,Medium Slow,1,Field,,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
852,727,Incineroar,7,Normal,Heel Pokémon,2,Fire, Dark,1.8034,83.07292,2,Blaze,,Intimidate,530,95,115,90,80,90,60,45.0,70.0,239.0,Medium Slow,1,Field,,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
853,728,Popplio,7,Normal,Sea Lion Pokémon,1,Water,,0.4064,7.504620000000001,2,Torrent,,Liquid Voice,320,50,54,54,66,56,40,45.0,70.0,64.0,Medium Slow,2,Field, Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
854,729,Brionne,7,Normal,Pop Star Pokémon,1,Water,,0.6096,17.51532,2,Torrent,,Liquid Voice,420,60,69,69,91,81,50,45.0,70.0,147.0,Medium Slow,2,Field, Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
855,730,Primarina,7,Normal,Soloist Pokémon,2,Water, Fairy,1.8034,44.038000000000004,2,Torrent,,Liquid Voice,530,80,74,74,126,116,60,45.0,70.0,239.0,Medium Slow,2,Field, Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
856,731,Pikipek,7,Normal,Woodpecker Pokémon,2,Normal, Flying,0.3048,1.2031,3,Keen Eye,Skill Link,Pickup,265,35,75,30,30,30,65,255.0,70.0,53.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
857,732,Trumbeak,7,Normal,Bugle Beak Pokémon,2,Normal, Flying,0.6096,14.814020000000001,3,Keen Eye,Skill Link,Pickup,355,55,85,50,40,50,75,120.0,70.0,124.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
858,733,Toucannon,7,Normal,Cannon Pokémon,2,Normal, Flying,1.0922,26.02328,3,Keen Eye,Skill Link,Sheer Force,485,80,120,75,75,75,60,45.0,70.0,218.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
859,734,Yungoos,7,Normal,Loitering Pokémon,1,Normal,,0.4064,6.00642,3,Strong Jaw,Stakeout,Adaptability,253,48,70,30,30,30,45,255.0,70.0,51.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
860,735,Gumshoos,7,Normal,Stakeout Pokémon,1,Normal,,0.7112,14.214739999999999,3,Strong Jaw,Stakeout,Adaptability,418,88,110,60,55,60,45,127.0,70.0,146.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
861,736,Grubbin,7,Normal,Larva Pokémon,1,Bug,,0.4064,4.4037999999999995,1,Swarm,,,300,47,62,45,55,45,46,255.0,70.0,60.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
862,737,Charjabug,7,Normal,Battery Pokémon,2,Bug, Electric,0.508,10.5101,1,Battery,,,400,57,82,95,55,75,36,120.0,70.0,140.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
863,738,Vikavolt,7,Normal,Stag Beetle Pokémon,2,Bug, Electric,1.4986000000000002,45.04134,1,Levitate,,,500,77,70,90,145,75,43,45.0,70.0,225.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
864,739,Crabrawler,7,Normal,Boxing Pokémon,1,Fighting,,0.6096,7.0052200000000004,3,Hyper Cutter,Iron Fist,Anger Point,338,47,82,57,42,47,63,225.0,70.0,68.0,Medium Fast,1,Water 3,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
865,740,Crabominable,7,Normal,Woolly Crab Pokémon,2,Fighting, Ice,1.7018,180.16082,3,Hyper Cutter,Iron Fist,Anger Point,478,97,132,77,62,67,43,60.0,70.0,167.0,Medium Fast,1,Water 3,,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0
866,741,Oricorio Baile Style,7,Normal,Dancing Pokémon,2,Fire, Flying,0.6096,3.4050000000000002,1,Dancer,,,476,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,1,Flying,,25.0,20.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
867,741,Oricorio Pom-Pom Style,7,Normal,Dancing Pokémon,2,Electric, Flying,0.6096,3.4050000000000002,1,Dancer,,,476,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,1,Flying,,25.0,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
868,741,Oricorio Pa'u Style,7,Normal,Dancing Pokémon,2,Psychic, Flying,0.6096,3.4050000000000002,1,Dancer,,,476,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,1,Flying,,25.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
869,741,Oricorio Sensu Style,7,Normal,Dancing Pokémon,2,Ghost, Flying,0.6096,3.4050000000000002,1,Dancer,,,476,75,70,70,98,70,93,45.0,70.0,167.0,Medium Fast,1,Flying,,25.0,20.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
870,742,Cutiefly,7,Normal,Bee Fly Pokémon,2,Bug, Fairy,0.1016,0.19976000000000002,3,Honey Gather,Shield Dust,Sweet Veil,304,40,45,40,55,40,84,190.0,70.0,61.0,Medium Fast,2,Bug, Fairy,50.0,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
871,743,Ribombee,7,Normal,Bee Fly Pokémon,2,Bug, Fairy,0.2032,0.49940000000000007,3,Honey Gather,Shield Dust,Sweet Veil,464,60,55,60,95,70,124,75.0,70.0,162.0,Medium Fast,2,Bug, Fairy,50.0,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
872,744,Rockruff,7,Normal,Puppy Pokémon,1,Rock,,0.508,9.207120000000002,3,Keen Eye,Vital Spirit,Steadfast,280,45,65,40,30,40,60,190.0,70.0,56.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
873,744,Own Tempo Rockruff,7,Normal,Puppy Pokémon,1,Rock,,0.508,9.207120000000002,1,Own Tempo,,,280,45,65,40,30,40,60,190.0,70.0,56.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
874,745,Lycanroc Midday Form,7,Normal,Wolf Pokémon,1,Rock,,0.7874,25.02448,3,Keen Eye,Sand Rush,Steadfast,487,75,115,65,55,65,112,90.0,70.0,170.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
875,745,Lycanroc Midnight Form,7,Normal,Wolf Pokémon,1,Rock,,1.0922,25.02448,3,Keen Eye,Vital Spirit,No Guard,487,85,115,75,55,75,82,90.0,70.0,170.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
876,745,Lycanroc Dusk Form,7,Normal,Wolf Pokémon,1,Rock,,0.7874,25.02448,1,Tough Claws,,,487,75,117,65,55,65,110,90.0,70.0,170.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
877,746,Wishiwashi Solo Form,7,Normal,Small Fry Pokémon,1,Water,,0.2032,0.29964,1,Schooling,,,175,45,20,20,25,25,40,60.0,70.0,61.0,Fast,1,Water 2,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
878,746,Wishiwashi School Form,7,Normal,Small Fry Pokémon,1,Water,,8.2042,78.66912,1,Schooling,,,620,45,140,130,140,135,30,60.0,70.0,217.0,Fast,1,Water 2,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
879,747,Mareanie,7,Normal,Brutal Star Pokémon,2,Poison, Water,0.4064,8.008560000000001,3,Merciless,Limber,Regenerator,305,50,53,62,43,52,45,190.0,70.0,61.0,Medium Fast,1,Water 1,,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
880,748,Toxapex,7,Normal,Brutal Star Pokémon,2,Poison, Water,0.7112,14.51438,3,Merciless,Limber,Regenerator,495,50,63,152,53,142,35,75.0,70.0,173.0,Medium Fast,1,Water 1,,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
881,749,Mudbray,7,Normal,Donkey Pokémon,1,Ground,,0.9906000000000001,110.09954,3,Own Tempo,Stamina,Inner Focus,385,70,100,70,45,55,45,190.0,70.0,77.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
882,750,Mudsdale,7,Normal,Draft Horse Pokémon,1,Ground,,2.4892000000000003,920.8255,3,Own Tempo,Stamina,Inner Focus,500,100,125,100,55,85,35,60.0,70.0,175.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
883,751,Dewpider,7,Normal,Water Bubble Pokémon,2,Water, Bug,0.3048,4.0042800000000005,2,Water Bubble,,Water Absorb,269,38,40,52,40,72,27,200.0,70.0,54.0,Medium Fast,2,Bug, Water 1,50.0,15.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
884,752,Araquanid,7,Normal,Water Bubble Pokémon,2,Water, Bug,1.8034,82.07412000000001,2,Water Bubble,,Water Absorb,454,68,70,92,50,132,42,100.0,70.0,159.0,Medium Fast,2,Bug, Water 1,50.0,15.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
885,753,Fomantis,7,Normal,Sickle Grass Pokémon,1,Grass,,0.3048,1.50274,2,Leaf Guard,,Contrary,250,40,55,35,50,35,35,190.0,70.0,50.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
886,754,Lurantis,7,Normal,Bloom Sickle Pokémon,1,Grass,,0.889,18.51866,2,Leaf Guard,,Contrary,480,70,105,90,80,90,45,75.0,70.0,168.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
887,755,Morelull,7,Normal,Illuminating Pokémon,2,Grass, Fairy,0.2032,1.50274,3,Illuminate,Effect Spore,Rain Dish,285,40,35,55,65,75,15,190.0,70.0,57.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
888,756,Shiinotic,7,Normal,Illuminating Pokémon,2,Grass, Fairy,0.9906000000000001,11.5089,3,Illuminate,Effect Spore,Rain Dish,405,60,45,80,90,100,30,75.0,70.0,142.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
889,757,Salandit,7,Normal,Toxic Lizard Pokémon,2,Poison, Fire,0.6096,4.80332,2,Corrosion,,Oblivious,320,48,44,40,71,40,77,120.0,70.0,64.0,Medium Fast,2,Dragon, Monster,87.5,20.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
890,758,Salazzle,7,Normal,Toxic Lizard Pokémon,2,Poison, Fire,1.1938,22.21876,2,Corrosion,,Oblivious,480,68,64,60,111,60,117,45.0,70.0,168.0,Medium Fast,2,Dragon, Monster,0.0,20.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
891,759,Stufful,7,Normal,Flailing Pokémon,2,Normal, Fighting,0.508,6.80546,3,Fluffy,Klutz,Cute Charm,340,70,75,50,45,50,50,140.0,70.0,68.0,Medium Fast,1,Field,,50.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
892,760,Bewear,7,Normal,Strong Arm Pokémon,2,Normal, Fighting,2.1082,135.11948,3,Fluffy,Klutz,Unnerve,500,120,125,80,55,60,60,70.0,70.0,175.0,Medium Fast,1,Field,,50.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
893,761,Bounsweet,7,Normal,Fruit Pokémon,1,Grass,,0.3048,3.2007,3,Leaf Guard,Oblivious,Sweet Veil,210,42,30,38,30,38,32,235.0,70.0,42.0,Medium Slow,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
894,762,Steenee,7,Normal,Fruit Pokémon,1,Grass,,0.7112,8.208319999999999,3,Leaf Guard,Oblivious,Sweet Veil,290,52,40,48,40,48,62,120.0,70.0,102.0,Medium Slow,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
895,763,Tsareena,7,Normal,Fruit Pokémon,1,Grass,,1.1938,21.41972,3,Leaf Guard,Queenly Majesty,Sweet Veil,510,72,120,98,50,98,72,45.0,70.0,230.0,Medium Slow,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
896,764,Comfey,7,Normal,Posy Picker Pokémon,1,Fairy,,0.1016,0.29964,3,Flower Veil,Triage,Natural Cure,485,51,52,90,82,110,100,60.0,70.0,170.0,Fast,1,Grass,,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
897,765,Oranguru,7,Normal,Sage Pokémon,2,Normal, Psychic,1.4986000000000002,76.0677,3,Inner Focus,Telepathy,Symbiosis,490,90,60,80,90,110,60,45.0,70.0,172.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
898,766,Passimian,7,Normal,Teamwork Pokémon,1,Fighting,,2.0066,82.87316,2,Receiver,,Defiant,490,100,120,90,40,60,80,45.0,70.0,172.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
899,767,Wimpod,7,Normal,Turn Tail Pokémon,2,Bug, Water,0.508,12.01284,1,Wimp Out,,,230,25,35,40,20,30,80,90.0,70.0,46.0,Medium Fast,2,Bug, Water 3,50.0,20.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
900,768,Golisopod,7,Normal,Hard Scale Pokémon,2,Bug, Water,2.0066,108.09740000000001,1,Emergency Exit,,,530,75,125,140,60,90,40,45.0,70.0,186.0,Medium Fast,2,Bug, Water 3,50.0,20.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
901,769,Sandygast,7,Normal,Sand Heap Pokémon,2,Ghost, Ground,0.508,70.06128,2,Water Compaction,,Sand Veil,320,55,55,80,70,45,15,140.0,70.0,64.0,Medium Fast,1,Amorphous,,50.0,15.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
902,770,Palossand,7,Normal,Sand Castle Pokémon,2,Ghost, Ground,1.2954,250.22664,2,Water Compaction,,Sand Veil,480,85,75,110,100,75,35,60.0,70.0,168.0,Medium Fast,1,Amorphous,,50.0,15.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
903,771,Pyukumuku,7,Normal,Sea Cucumber Pokémon,1,Water,,0.3048,1.2031,2,Innards Out,,Unaware,410,55,60,130,30,130,5,60.0,70.0,144.0,Fast,1,Water 1,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
904,772,Type: Null,7,Sub Legendary,Synthetic Pokémon,1,Normal,,1.9050000000000002,120.60964000000001,1,Battle Armor,,,534,95,95,95,95,95,59,3.0,0.0,107.0,Slow,0,Undiscovered,,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
905,773,Silvally,7,Sub Legendary,Synthetic Pokémon,1,Normal,,2.3114,100.58824,1,RKS System,,,570,95,95,95,95,95,95,3.0,0.0,257.0,Slow,0,Undiscovered,,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
906,774,Minior Meteor Form,7,Normal,Meteor Pokémon,2,Rock, Flying,0.3048,40.03372,1,Shields Down,,,440,60,60,100,60,100,60,30.0,70.0,154.0,Medium Slow,1,Mineral,,,25.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
907,774,Minior Core Form,7,Normal,Meteor Pokémon,2,Rock, Flying,0.3048,0.29964,1,Shields Down,,,500,60,100,60,100,60,120,30.0,70.0,175.0,Medium Slow,1,Mineral,,,25.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
908,775,Komala,7,Normal,Drowsing Pokémon,1,Normal,,0.4064,19.91698,1,Comatose,,,480,65,115,65,75,95,65,45.0,70.0,168.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
909,776,Turtonator,7,Normal,Blast Turtle Pokémon,2,Fire, Dragon,2.0066,212.19052,1,Shell Armor,,,485,60,78,135,91,85,36,70.0,70.0,170.0,Medium Fast,2,Dragon, Monster,50.0,20.0,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0
910,777,Togedemaru,7,Normal,Roly-Poly Pokémon,2,Electric, Steel,0.3048,3.30512,3,Iron Barbs,Lightning Rod,Sturdy,435,65,98,63,40,73,96,180.0,70.0,152.0,Medium Fast,2,Fairy, Field,50.0,10.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
911,778,Mimikyu,7,Normal,Disguise Pokémon,2,Ghost, Fairy,0.2032,0.69916,1,Disguise,,,476,55,90,80,50,105,96,45.0,70.0,167.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0
912,779,Bruxish,7,Normal,Gnash Teeth Pokémon,2,Water, Psychic,0.889,19.018060000000002,3,Dazzling,Strong Jaw,Wonder Skin,475,68,105,70,70,70,92,80.0,70.0,166.0,Medium Fast,1,Water 2,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
913,780,Drampa,7,Normal,Placid Pokémon,2,Normal, Dragon,2.9972000000000003,185.16844,3,Berserk,Sap Sipper,Cloud Nine,485,78,60,85,135,91,36,70.0,70.0,170.0,Medium Fast,2,Dragon, Monster,50.0,20.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0
914,781,Dhelmise,7,Normal,Sea Creeper Pokémon,2,Ghost, Grass,3.9116000000000004,210.18838000000002,1,Steelworker,,,517,70,131,100,86,90,40,25.0,70.0,181.0,Medium Fast,1,Mineral,,,25.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
915,782,Jangmo-o,7,Normal,Scaly Pokémon,1,Dragon,,0.6096,29.72792,3,Bulletproof,Soundproof,Overcoat,300,45,55,65,45,45,45,45.0,70.0,60.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
916,783,Hakamo-o,7,Normal,Scaly Pokémon,2,Dragon, Fighting,1.1938,47.04348,3,Bulletproof,Soundproof,Overcoat,420,55,75,90,65,70,65,45.0,70.0,147.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
917,784,Kommo-o,7,Normal,Scaly Pokémon,2,Dragon, Fighting,1.6002,78.26960000000001,3,Bulletproof,Soundproof,Overcoat,600,75,110,125,100,105,85,45.0,70.0,270.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
918,785,Tapu Koko,7,Sub Legendary,Land Spirit Pokémon,2,Electric, Fairy,1.8034,20.51626,2,Electric Surge,,Telepathy,570,70,115,85,95,75,130,3.0,70.0,257.0,Slow,0,Undiscovered,,,15.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
919,786,Tapu Lele,7,Sub Legendary,Land Spirit Pokémon,2,Psychic, Fairy,1.1938,18.61854,2,Psychic Surge,,Telepathy,570,70,85,75,130,115,95,3.0,70.0,257.0,Slow,0,Undiscovered,,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
920,787,Tapu Bulu,7,Sub Legendary,Land Spirit Pokémon,2,Grass, Fairy,1.9050000000000002,45.54074,2,Grassy Surge,,Telepathy,570,70,130,115,85,95,75,3.0,70.0,257.0,Slow,0,Undiscovered,,,15.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
921,788,Tapu Fini,7,Sub Legendary,Land Spirit Pokémon,2,Water, Fairy,1.2954,21.21996,2,Misty Surge,,Telepathy,570,70,75,115,95,130,85,3.0,70.0,257.0,Slow,0,Undiscovered,,,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
